LoksabhaName,VidhansabhaName,LocalUnitName,LocalUnitType,CleanedLoksabhaName,CleanedVidhansabhaName,CleanedLocalUnitName
Ganganagar,Pilibanga,12,Ward,Ganganagar,Pilibanga,12
Ganganagar,Pilibanga,13,Ward,Ganganagar,Pilibanga,13
Ganganagar,Pilibanga,14,Ward,Ganganagar,Pilibanga,14
Ganganagar,Pilibanga,15,Ward,Ganganagar,Pilibanga,15
Ganganagar,Pilibanga,16,Ward,Ganganagar,Pilibanga,16
Ganganagar,Pilibanga,17,Ward,Ganganagar,Pilibanga,17
Ganganagar,Pilibanga,18,Ward,Ganganagar,Pilibanga,18
Ganganagar,Pilibanga,19,Ward,Ganganagar,Pilibanga,19
Ganganagar,Pilibanga,20,Ward,Ganganagar,Pilibanga,20
Ganganagar,Pilibanga,21,Ward,Ganganagar,Pilibanga,21
Ganganagar,Pilibanga,22,Ward,Ganganagar,Pilibanga,22
Ganganagar,Pilibanga,23,Ward,Ganganagar,Pilibanga,23
Ganganagar,Pilibanga,24,Ward,Ganganagar,Pilibanga,24
Ganganagar,Pilibanga,25,Ward,Ganganagar,Pilibanga,25
Ganganagar,Pilibanga,26,Ward,Ganganagar,Pilibanga,26
Ganganagar,Pilibanga,27,Ward,Ganganagar,Pilibanga,27
Ganganagar,Pilibanga,28,Ward,Ganganagar,Pilibanga,28
Ganganagar,Pilibanga,29,Ward,Ganganagar,Pilibanga,29
Ganganagar,Pilibanga,30,Ward,Ganganagar,Pilibanga,30
Ganganagar,Pilibanga,31,Ward,Ganganagar,Pilibanga,31
Ganganagar,Pilibanga,32,Ward,Ganganagar,Pilibanga,32
Ganganagar,Pilibanga,33,Ward,Ganganagar,Pilibanga,33
Ganganagar,Pilibanga,34,Ward,Ganganagar,Pilibanga,34
Ganganagar,Pilibanga,35,Ward,Ganganagar,Pilibanga,35
Ganganagar,Hanumangarh,HIRNAWALI,Gram Panchayat,Ganganagar,Hanumangarh,Hirnawali
Jhalawar,Khanpur,MORI,Gram Panchayat,Jhalawar,Khanpur,Mori
Jhalawar,Manohar Thana,MISHROLI,Gram Panchayat,Jhalawar,Manohar Thana,Mishroli
Jhalawar,Kishanganj,DIGODPAR,Gram Panchayat,Jhalawar,Kishanganj,Digodpar
Jhalawar,Kishanganj,Bhoyal,Gram Panchayat,Jhalawar,Kishanganj,Bhoyal
Kota,Ramganj Mandi,6,Ward,Kota,Ramganj Mandi,6
Kota,Ramganj Mandi,7,Ward,Kota,Ramganj Mandi,7
Kota,Ramganj Mandi,8,Ward,Kota,Ramganj Mandi,8
Kota,Ramganj Mandi,29,Ward,Kota,Ramganj Mandi,29
Kota,Ramganj Mandi,31,Ward,Kota,Ramganj Mandi,31
Kota,Ramganj Mandi,32,Ward,Kota,Ramganj Mandi,32
Kota,Ladpura,12,Ward,Kota,Ladpura,12
Kota,Ladpura,13,Ward,Kota,Ladpura,13
Kota,Ladpura,14,Ward,Kota,Ladpura,14
Kota,Ladpura,15,Ward,Kota,Ladpura,15
Kota,Ladpura,16,Ward,Kota,Ladpura,16
Kota,Ladpura,17,Ward,Kota,Ladpura,17
Kota,Ladpura,18,Ward,Kota,Ladpura,18
Kota,Ladpura,19,Ward,Kota,Ladpura,19
Kota,Ladpura,20,Ward,Kota,Ladpura,20
Kota,Ladpura,9,Ward,Kota,Ladpura,9
Kota,Ladpura,10,Ward,Kota,Ladpura,10
Kota,Ladpura,11,Ward,Kota,Ladpura,11
Kota,Ladpura,15,Ward,Kota,Ladpura,15
Kota,Ladpura,16,Ward,Kota,Ladpura,16
Kota,Ladpura,17,Ward,Kota,Ladpura,17
Kota,Ladpura,18,Ward,Kota,Ladpura,18
Kota,Ladpura,19,Ward,Kota,Ladpura,19
Kota,Ladpura,20,Ward,Kota,Ladpura,20
Kota,Ladpura,21,Ward,Kota,Ladpura,21
Kota,Ladpura,43,Ward,Kota,Ladpura,43
Kota,Keshoraipatan,SAKHAWADA,Gram Panchayat,Kota,Keshoraipatan,Sakhawada
Kota,Keshoraipatan,1,Ward,Kota,Keshoraipatan,1
Kota,Keshoraipatan,2,Ward,Kota,Keshoraipatan,2
Kota,Keshoraipatan,3,Ward,Kota,Keshoraipatan,3
Kota,Keshoraipatan,4,Ward,Kota,Keshoraipatan,4
Kota,Keshoraipatan,5,Ward,Kota,Keshoraipatan,5
Kota,Keshoraipatan,6,Ward,Kota,Keshoraipatan,6
Kota,Keshoraipatan,7,Ward,Kota,Keshoraipatan,7
Kota,Keshoraipatan,8,Ward,Kota,Keshoraipatan,8
Kota,Keshoraipatan,9,Ward,Kota,Keshoraipatan,9
Kota,Keshoraipatan,10,Ward,Kota,Keshoraipatan,10
Kota,Keshoraipatan,11,Ward,Kota,Keshoraipatan,11
Kota,Keshoraipatan,12,Ward,Kota,Keshoraipatan,12
Kota,Keshoraipatan,13,Ward,Kota,Keshoraipatan,13
Kota,Keshoraipatan,14,Ward,Kota,Keshoraipatan,14
Kota,Keshoraipatan,15,Ward,Kota,Keshoraipatan,15
Kota,Keshoraipatan,16,Ward,Kota,Keshoraipatan,16
Kota,Keshoraipatan,17,Ward,Kota,Keshoraipatan,17
Kota,Keshoraipatan,18,Ward,Kota,Keshoraipatan,18
Kota,Keshoraipatan,19,Ward,Kota,Keshoraipatan,19
Kota,Keshoraipatan,20,Ward,Kota,Keshoraipatan,20
Kota,Keshoraipatan,21,Ward,Kota,Keshoraipatan,21
Kota,Keshoraipatan,22,Ward,Kota,Keshoraipatan,22
Kota,Keshoraipatan,23,Ward,Kota,Keshoraipatan,23
Kota,Keshoraipatan,24,Ward,Kota,Keshoraipatan,24
Kota,Keshoraipatan,25,Ward,Kota,Keshoraipatan,25
Kota,Keshoraipatan,1,Ward,Kota,Keshoraipatan,1
Kota,Keshoraipatan,2,Ward,Kota,Keshoraipatan,2
Kota,Keshoraipatan,3,Ward,Kota,Keshoraipatan,3
Kota,Keshoraipatan,4,Ward,Kota,Keshoraipatan,4
Kota,Keshoraipatan,5,Ward,Kota,Keshoraipatan,5
Kota,Keshoraipatan,6,Ward,Kota,Keshoraipatan,6
Kota,Keshoraipatan,7,Ward,Kota,Keshoraipatan,7
Kota,Keshoraipatan,8,Ward,Kota,Keshoraipatan,8
Kota,Keshoraipatan,9,Ward,Kota,Keshoraipatan,9
Kota,Keshoraipatan,10,Ward,Kota,Keshoraipatan,10
Kota,Keshoraipatan,11,Ward,Kota,Keshoraipatan,11
Kota,Keshoraipatan,12,Ward,Kota,Keshoraipatan,12
Kota,Keshoraipatan,13,Ward,Kota,Keshoraipatan,13
Kota,Keshoraipatan,14,Ward,Kota,Keshoraipatan,14
Kota,Keshoraipatan,15,Ward,Kota,Keshoraipatan,15
Kota,Keshoraipatan,16,Ward,Kota,Keshoraipatan,16
Kota,Keshoraipatan,17,Ward,Kota,Keshoraipatan,17
Kota,Keshoraipatan,18,Ward,Kota,Keshoraipatan,18
Kota,Keshoraipatan,19,Ward,Kota,Keshoraipatan,19
Kota,Keshoraipatan,20,Ward,Kota,Keshoraipatan,20
Kota,Keshoraipatan,21,Ward,Kota,Keshoraipatan,21
Kota,Keshoraipatan,22,Ward,Kota,Keshoraipatan,22
Kota,Keshoraipatan,23,Ward,Kota,Keshoraipatan,23
Kota,Keshoraipatan,24,Ward,Kota,Keshoraipatan,24
Kota,Keshoraipatan,25,Ward,Kota,Keshoraipatan,25
Kota,Keshoraipatan,1,Ward,Kota,Keshoraipatan,1
Kota,Keshoraipatan,2,Ward,Kota,Keshoraipatan,2
Kota,Keshoraipatan,3,Ward,Kota,Keshoraipatan,3
Kota,Keshoraipatan,4,Ward,Kota,Keshoraipatan,4
Kota,Keshoraipatan,5,Ward,Kota,Keshoraipatan,5
Kota,Keshoraipatan,6,Ward,Kota,Keshoraipatan,6
Kota,Keshoraipatan,7,Ward,Kota,Keshoraipatan,7
Kota,Keshoraipatan,8,Ward,Kota,Keshoraipatan,8
Kota,Keshoraipatan,9,Ward,Kota,Keshoraipatan,9
Kota,Keshoraipatan,10,Ward,Kota,Keshoraipatan,10
Kota,Keshoraipatan,11,Ward,Kota,Keshoraipatan,11
Kota,Keshoraipatan,12,Ward,Kota,Keshoraipatan,12
Kota,Keshoraipatan,13,Ward,Kota,Keshoraipatan,13
Kota,Keshoraipatan,14,Ward,Kota,Keshoraipatan,14
Kota,Keshoraipatan,15,Ward,Kota,Keshoraipatan,15
Kota,Keshoraipatan,16,Ward,Kota,Keshoraipatan,16
Kota,Keshoraipatan,17,Ward,Kota,Keshoraipatan,17
Kota,Keshoraipatan,18,Ward,Kota,Keshoraipatan,18
Kota,Keshoraipatan,19,Ward,Kota,Keshoraipatan,19
Kota,Keshoraipatan,20,Ward,Kota,Keshoraipatan,20
Kota,Bundi,ALPHA NAGAR,Gram Panchayat,Kota,Bundi,Alpha Nagar
Pali,Sojat,RAJOLA KALLAN,Gram Panchayat,Pali,Sojat,Rajola Kallan
Pali,Bali,1,Ward,Pali,Bali,1
Pali,Bali,2,Ward,Pali,Bali,2
Pali,Bali,3,Ward,Pali,Bali,3
Pali,Bali,4,Ward,Pali,Bali,4
Pali,Bali,5,Ward,Pali,Bali,5
Pali,Bali,6,Ward,Pali,Bali,6
Pali,Bali,7,Ward,Pali,Bali,7
Pali,Bali,8,Ward,Pali,Bali,8
Pali,Bali,9,Ward,Pali,Bali,9
Pali,Bali,10,Ward,Pali,Bali,10
Pali,Bali,11,Ward,Pali,Bali,11
Pali,Bali,12,Ward,Pali,Bali,12
Pali,Bali,13,Ward,Pali,Bali,13
Pali,Bali,14,Ward,Pali,Bali,14
Pali,Bali,15,Ward,Pali,Bali,15
Pali,Bali,16,Ward,Pali,Bali,16
Pali,Bali,17,Ward,Pali,Bali,17
Pali,Bali,18,Ward,Pali,Bali,18
Pali,Bali,19,Ward,Pali,Bali,19
Pali,Bali,20,Ward,Pali,Bali,20
Pali,Bali,1,Ward,Pali,Bali,1
Pali,Bali,2,Ward,Pali,Bali,2
Pali,Bali,3,Ward,Pali,Bali,3
Pali,Bali,4,Ward,Pali,Bali,4
Pali,Bali,5,Ward,Pali,Bali,5
Pali,Bali,6,Ward,Pali,Bali,6
Pali,Bali,7,Ward,Pali,Bali,7
Pali,Bali,8,Ward,Pali,Bali,8
Pali,Bali,9,Ward,Pali,Bali,9
Pali,Bali,10,Ward,Pali,Bali,10
Pali,Bali,11,Ward,Pali,Bali,11
Pali,Bali,12,Ward,Pali,Bali,12
Pali,Bali,13,Ward,Pali,Bali,13
Pali,Bali,14,Ward,Pali,Bali,14
Pali,Bali,15,Ward,Pali,Bali,15
Pali,Bali,16,Ward,Pali,Bali,16
Pali,Bali,17,Ward,Pali,Bali,17
Pali,Bali,18,Ward,Pali,Bali,18
Pali,Bali,19,Ward,Pali,Bali,19
Pali,Bali,20,Ward,Pali,Bali,20
Pali,Bali,21,Ward,Pali,Bali,21
Pali,Bali,22,Ward,Pali,Bali,22
Pali,Bali,23,Ward,Pali,Bali,23
Pali,Bali,24,Ward,Pali,Bali,24
Pali,Bali,25,Ward,Pali,Bali,25
Pali,Sumerpur,1,Ward,Pali,Sumerpur,1
Pali,Sumerpur,2,Ward,Pali,Sumerpur,2
Pali,Sumerpur,3,Ward,Pali,Sumerpur,3
Pali,Sumerpur,4,Ward,Pali,Sumerpur,4
Pali,Sumerpur,5,Ward,Pali,Sumerpur,5
Pali,Sumerpur,6,Ward,Pali,Sumerpur,6
Pali,Sumerpur,7,Ward,Pali,Sumerpur,7
Pali,Sumerpur,8,Ward,Pali,Sumerpur,8
Pali,Sumerpur,9,Ward,Pali,Sumerpur,9
Pali,Sumerpur,10,Ward,Pali,Sumerpur,10
Pali,Sumerpur,11,Ward,Pali,Sumerpur,11
Pali,Sumerpur,12,Ward,Pali,Sumerpur,12
Pali,Sumerpur,13,Ward,Pali,Sumerpur,13
Pali,Sumerpur,14,Ward,Pali,Sumerpur,14
Pali,Sumerpur,15,Ward,Pali,Sumerpur,15
Pali,Sumerpur,16,Ward,Pali,Sumerpur,16
Pali,Sumerpur,17,Ward,Pali,Sumerpur,17
Pali,Sumerpur,18,Ward,Pali,Sumerpur,18
Pali,Sumerpur,19,Ward,Pali,Sumerpur,19
Pali,Sumerpur,20,Ward,Pali,Sumerpur,20
Pali,Sumerpur,21,Ward,Pali,Sumerpur,21
Pali,Sumerpur,22,Ward,Pali,Sumerpur,22
Pali,Sumerpur,23,Ward,Pali,Sumerpur,23
Pali,Sumerpur,24,Ward,Pali,Sumerpur,24
Pali,Sumerpur,25,Ward,Pali,Sumerpur,25
Udaipur,Gogunda,AMBAVA,Gram Panchayat,Udaipur,Gogunda,Ambava
Udaipur,Gogunda,MADRA,Gram Panchayat,Udaipur,Gogunda,Madra
Udaipur,Gogunda,PADAWALI KHURD,Gram Panchayat,Udaipur,Gogunda,Padawali Khurd
Udaipur,Gogunda,PEEPLI KHERA,Gram Panchayat,Udaipur,Gogunda,Peepli Khera
Udaipur,Gogunda,SAMIJA,Gram Panchayat,Udaipur,Gogunda,Samija
Udaipur,Gogunda,TEJA KA WAS,Gram Panchayat,Udaipur,Gogunda,Teja Ka Was
Udaipur,Gogunda,VAS,Gram Panchayat,Udaipur,Gogunda,Vas
Udaipur,Kherwara,KANPUR,Gram Panchayat,Udaipur,Kherwara,Kanpur
Udaipur,Kherwara,PADERI,Gram Panchayat,Udaipur,Kherwara,Paderi
Udaipur,Kherwara,PAHADA,Gram Panchayat,Udaipur,Kherwara,Pahada
Udaipur,Kherwara,PANDYA WADA,Gram Panchayat,Udaipur,Kherwara,Pandya Wada
Udaipur,Kherwara,SAKLAL,Gram Panchayat,Udaipur,Kherwara,Saklal
Udaipur,Kherwara,THANA,Gram Panchayat,Udaipur,Kherwara,Thana
Udaipur,Kherwara,UGMANA KOTRA,Gram Panchayat,Udaipur,Kherwara,Ugmana Kotra
Udaipur,Kherwara,KALIGHATI,Gram Panchayat,Udaipur,Kherwara,Kalighati
Udaipur,Kherwara,BALICHA,Gram Panchayat,Udaipur,Kherwara,Balicha
Udaipur,Jhadol,SADA,Gram Panchayat,Udaipur,Jhadol,Sada
Ajmer,Kekri,SUNARIYA,Gram Panchayat,Ajmer,Kekri,Sunariya
Ajmer,Kekri,1,Ward,Ajmer,Kekri,1
Ajmer,Kekri,2,Ward,Ajmer,Kekri,2
Ajmer,Kekri,3,Ward,Ajmer,Kekri,3
Ajmer,Kekri,4,Ward,Ajmer,Kekri,4
Ajmer,Kekri,5,Ward,Ajmer,Kekri,5
Ajmer,Kekri,6,Ward,Ajmer,Kekri,6
Ajmer,Kekri,7,Ward,Ajmer,Kekri,7
Ajmer,Kekri,8,Ward,Ajmer,Kekri,8
Ajmer,Kekri,9,Ward,Ajmer,Kekri,9
Ajmer,Kekri,10,Ward,Ajmer,Kekri,10
Ajmer,Kekri,11,Ward,Ajmer,Kekri,11
Ajmer,Kekri,12,Ward,Ajmer,Kekri,12
Ajmer,Kekri,13,Ward,Ajmer,Kekri,13
Ajmer,Kekri,14,Ward,Ajmer,Kekri,14
Ajmer,Kekri,15,Ward,Ajmer,Kekri,15
Ajmer,Kekri,16,Ward,Ajmer,Kekri,16
Ajmer,Kekri,17,Ward,Ajmer,Kekri,17
Ajmer,Kekri,18,Ward,Ajmer,Kekri,18
Ajmer,Kekri,19,Ward,Ajmer,Kekri,19
Ajmer,Kekri,20,Ward,Ajmer,Kekri,20
Ajmer,Kekri,21,Ward,Ajmer,Kekri,21
Ajmer,Kekri,22,Ward,Ajmer,Kekri,22
Ajmer,Kekri,23,Ward,Ajmer,Kekri,23
Ajmer,Kekri,24,Ward,Ajmer,Kekri,24
Ajmer,Kekri,25,Ward,Ajmer,Kekri,25
Bikaner,Khajuwala,bhutto ka kuan,Gram Panchayat,Bikaner,Khajuwala,Bhutto Ka Kuan
Bikaner,Khajuwala,Hanumannagar,Gram Panchayat,Bikaner,Khajuwala,Hanumannagar
Bikaner,Khajuwala,1 KM,Gram Panchayat,Bikaner,Khajuwala,1 Km
Bikaner,Khajuwala,2 PB,Gram Panchayat,Bikaner,Khajuwala,2 Pb
Bikaner,Khajuwala,2ADM,Gram Panchayat,Bikaner,Khajuwala,2adm
Bikaner,Khajuwala,4 AWM,Gram Panchayat,Bikaner,Khajuwala,4 Awm
Bikaner,Khajuwala,40KYD,Gram Panchayat,Bikaner,Khajuwala,40kyd
Bikaner,Khajuwala,AAVA,Gram Panchayat,Bikaner,Khajuwala,Aava
Bikaner,Khajuwala,ADURI,Gram Panchayat,Bikaner,Khajuwala,Aduri
Bikaner,Khajuwala,bhutto ka kuan,Gram Panchayat,Bikaner,Khajuwala,Bhutto Ka Kuan
Bikaner,Khajuwala,DELITALAI,Gram Panchayat,Bikaner,Khajuwala,Delitalai
Bikaner,Khajuwala,Hanumannagar,Gram Panchayat,Bikaner,Khajuwala,Hanumannagar
Bikaner,Khajuwala,KANKRALA,Gram Panchayat,Bikaner,Khajuwala,Kankrala
Bikaner,Khajuwala,KHARWALI,Gram Panchayat,Bikaner,Khajuwala,Kharwali
Bikaner,Khajuwala,Krishan Nagar,Gram Panchayat,Bikaner,Khajuwala,Krishan Nagar
Bikaner,Khajuwala,KUMHARWALA,Gram Panchayat,Bikaner,Khajuwala,Kumharwala
Bikaner,Khajuwala,MAKERI,Gram Panchayat,Bikaner,Khajuwala,Makeri
Bikaner,Khajuwala,NAADA,Gram Panchayat,Bikaner,Khajuwala,Naada
Bikaner,Khajuwala,PAHALWAN KA BERA,Gram Panchayat,Bikaner,Khajuwala,Pahalwan Ka Bera
Bikaner,Khajuwala,RAMDA,Gram Panchayat,Bikaner,Khajuwala,Ramda
Bikaner,Khajuwala,sammewala,Gram Panchayat,Bikaner,Khajuwala,Sammewala
Bikaner,Khajuwala,SIYASAR PANCHKOSA,Gram Panchayat,Bikaner,Khajuwala,Siyasar Panchkosa
Bikaner,Lunkaransar,KHINYERA,Gram Panchayat,Bikaner,Lunkaransar,Khinyera
